fname,department,tag,info
제주특별자치도 제주시 심장자동제세동기 위치,,심장자동제세동기,제주시 심장자동제세동기 위치
충청북도 괴산군 병원의원약국 현황,,병원의원약국,괴산군 병원의원약국 현황
심폐소생 자동제세동기 정보,,자동제세동기,자동제세동기 정보
경상북도 성주군 흡연구역 정보,,흡연구역,성주군 흡연구역 정보
충청북도 청주시 의료기관 현황,,의료기관,청주시 의료기관 현황
충청북도 증평군 진단용방사선발생장치현황,,진단용방사선발생장치현황,증평군 진단용방사선발생장치현황
서울특별시 관악구 병의원 현황,,병의원,관악구 병의원 현황
국민건강보험공단 현금급여비(도단위별) 지급현황,국민건강보험공단,현금급여비,현금급여비(도단위별) 지급현황
서울특별시 광진구 흡연 민원건수 단속건수 현황,,흡연,광진구 흡연 민원건수 단속건수 현황
서울특별시 중구 약국,,약국,중구 약국
서울특별시 도봉구 흡연단속 현황,,흡연단속,도봉구 흡연단속 현황
광주광역시 공기호흡기용기 충전현황,,충전현황,공기호흡기용기 충전현황
"경상남도 창원시 마산합포구, 마산회원구 의료기관 현황",,"마산합포구,","창원시 마산합포구, 마산회원구 의료기관 현황"
경상남도 창원시 산후조리원 현황,,산후조리원,창원시 산후조리원 현황
"경상남도 창원시 의창구, 성산구 의료기관 현황",,의료기관,"창원시 의창구, 성산구 의료기관 현황"
서울특별시 광진구 국가예방접종위탁의료기관,,국가예방접종위탁의료기관,광진구 국가예방접종위탁의료기관
경상남도 창원시 진해구 의료기관 현황,,의료기관,창원시 진해구 의료기관 현황
한국보건의료인국가시험원 과목정보 (2000~2019),한국보건의료인국가시험원,과목정보,과목정보 (2000~2019)
서울특별시 중구 병원 현황,,병원,중구 병원 현황
보건의료인국가시험 일정 및 장소 정보,,장소정보,일정 및 장소 정보
의료기관평가인증원 환자안전 통계연보,의료기관평가인증원,환자안전통계연보,환자안전 통계연보
희귀질환 관련 정보,,희귀질환,관련 정보
부산광역시 남구 필수예방접종 위탁의료기관 현황(2019년),,필수예방접종,남구 필수예방접종 위탁의료기관 현황(2019년)
서울특별시 중구 흡연관련 정보,,흡연관련,중구 흡연관련 정보
한국원자력의학원 전국방사산비상진료기관현황(20190402),한국원자력의학원,전국방사산비상진료기관현황,한국원자력의학원 전국방사산비상진료기관현황(20190402)
전국방사선비상진료 기관현황(2018.1.17),,기관현황,전국방사선비상진료 기관현황(2018.1.17)
서울특별시 광진구 약국,,약국,광진구 약국
서울특별시 광진구 건강검진기관(영유아),,건강검진기관(영유아),광진구 건강검진기관(영유아)
서울특별시 광진구 건강검진기관(구강),,건강검진기관(구강),광진구 건강검진기관(구강)
서울특별시 광진구 건강검진기관,,건강검진기관,광진구 건강검진기관
서울특별시 광진구 한의원,,한의원,광진구 한의원
"서울특별시 광진구 병의원(치과, 한의원 제외)",,"병의원(치과,","광진구 병의원(치과, 한의원 제외)"
서울특별시 광진구 치과,,치과,광진구 치과
서울특별시 광진구 의료기기판매업소,,의료기기판매업소,광진구 의료기기판매업소
인플루엔자 정보,,인플루엔자,인플루엔자 정보
임상연구 등록통계,,임상연구,임상연구 등록통계
한국보건의료연구원 연구보고서 정보,한국보건의료연구원,연구보건소,연구보고서 정보
장기기증희망현황,,장기기증희망현황,장기기증희망현황
질병관리본부 신증후군출혈열 지역별 발생현황,질병관리본부,신증후군출혈열,신증후군출혈열 지역별 발생현황
경상북도 칠곡군 흡연구역정보,,흡연구역정보,칠곡군 흡연구역정보
이ㆍ미용업체 현황,,이ㆍ미용업체,이ㆍ미용업체 현황
질병별 감염병 발생현황 (연도별·월별·기간별) 통계,,감염병,감염병 발생현황 (연도별·월별·기간별) 통계
성별ㆍ연령별 감염병 발생 통계(일간),,감염병,감염병 발생 통계(일간)
지역별 감염병 발생현황 (질병별·연도별·월별·기간별) 통계(일별),,감염병,감염병 발생현황 (질병별·연도별·월별·기간별) 통계(일별)
법정감염병 표본감시 통계(주간),,표본감시,표본감시 통계(주간)
예방접종업무 위탁 의료기관 현황 정보,,의료기관,위탁 의료기관 현황 정보
충청남도 당진시 진단용방사선발생장치 현황,,진단용방사선발생장치,당진시 진단용방사선발생장치 현황
서울특별시 안경점 정보(수시),,안경점,안경점 정보(수시)
충청남도 공주시 진단용방사선발생장치 현황,,진단용방사선발생장치,공주시 진단용방사선발생장치 현황
의료기관안내 DB,,의료기관안내,의료기관안내 DB
이용업 현황,,이용업,이용업 현황
목욕장업 현황,,목욕장업,목욕장업 현황
서울시 동물판매업 현황 (수시),,동물판매업,동물판매업 현황 (수시)
한국국제보건의료재단 보건분야 ODA 유무상 연계사업 발전방안 연구,한국국제보건의료재단,ODA,보건분야 ODA 유무상 연계사업 발전방안 연구
대구광역시 달성군 의료기관현황,,의료기관현황,달성군 의료기관현황
한국국제보건의료재단 외국인근로자 이동클리닉 지원 현황,한국국제보건의료재단,이동클리닉,외국인근로자 이동클리닉 지원 현황
한국국제보건의료재단 의약품/의료기기 후원 및 지원 현황,한국국제보건의료재단,후원,의약품/의료기기 후원 및 지원 현황
광주광역시 외국인환자유치 의료기관 현황(2018년),,의료기관,외국인환자유치 의료기관 현황(2018년)
공공보건기관 현황(2018년),,공공보건기관,공공보건기관 현황(2018년)
광주광역시 정신건강증진센터 현황(2018년),,정신건강증진센터,정신건강증진센터 현황(2018년)
광주광역시 중독관리센터 현황(2018년),,중독관리센터,중독관리센터 현황(2018년)
광주광역시 열린마음상담센터 현황(2018년),,열린마음상담센터,열린마음상담센터 현황(2018년)
광주광역시 외국인근로자 등 소외계층 무료진료기관(2018년),,소외계층무료진료기관,외국인근로자 등 소외계층 무료진료기관(2018년)
외국인유학생 무료진료 조제 지정약국(2018년),,조제지정약국,무료진료 조제 지정약국(2018년)
광주광역시 24시간 응급의료기관 현황(2018년),,응급의료기관,24시간 응급의료기관 현황(2018년)
광주광역시 외국인환자 유치업체현황(2018년),,유치업체현황(2018년),외국인환자 유치업체현황(2018년)
광주광역시 중소기업협동조합 인가 현황(2018년1월),,중소기업협동조합인가,중소기업협동조합 인가 현황(2018년1월)
치과기공소 현황(2017.11월 기준),,치과기공소,치과기공소 현황(2017.11월 기준)
조산원 현황(2017.11월 기준),조산원,조산원,조산원 현황(2017.11월 기준)
소독의무대상시설 현황(2016.11월 기준),,소독의무대상시설,소독의무대상시설 현황(2016.11월 기준)
전라남도 해남군 흡연구역 정보,,흡연구역,해남군 흡연구역 정보
경상북도 군위군 흡연구역현황,,흡연구역현황,군위군 흡연구역현황
국가필수예방접종,,국가필수예방접종,국가필수예방접종
치과병원 정보,치과병원,치과병원,치과병원 정보
한의원 정보,한의원,한의원,한의원 정보
우간다 지역사회 건강증진사업 형성조사 최종보고서(2017.12.),,건강증진사업,지역사회 건강증진사업 형성조사 최종보고서(2017.12.)
"화성시 의료기관 및 산후조리원, 소독업소 등 현황",,및,"의료기관 및 산후조리원, 소독업소 등 현황"
동물병원,동물병원,동물병원,동물병원
동물약국,,동물약국,동물약국
김천시 식품위생업소 현황,,식품위생업소,식품위생업소 현황
영동군 공중위생업 현황,,공중위생업,공중위생업 현황
영동군 의료기관 현황,,의료기관,의료기관 현황
영동군 장애인 등록 현황,,장애인등록,장애인 등록 현황
영동군 장애인복지시설 현황,,장애인복지시설,장애인복지시설 현황
영동군 의약품취급업소 현황,,의약품취급업소,의약품취급업소 현황
충청남도 계룡시 보건소 및 보건지소현황,,보건소및보건지소현황,계룡시 보건소 및 보건지소현황
질병관리본부 동물실험 정보,질병관리본부,동물실험,동물실험 정보
의료분쟁 감정분석 현황,,감정분석,감정분석 현황
의료분쟁 조정분석 현황,,조정분석,조정분석 현황
의료분쟁 상담분석 현황,,상담분석,상담분석 현황
화천군 공중위생업 현황,,공중위생업,공중위생업 현황
2017년도 대한적십자사 헌혈의집 현황,,헌혈의집,대한적십자사 헌혈의집 현황
전국 약국 정보 조회 서비스,,약국정보조회서비스,약국 정보 조회 서비스
의료급여 수급권자 진료현황,,진료현황,수급권자 진료현황
민간구급차 현황정보,,민간구급차,민간구급차 현황정보
노인코호트정보,,노인코호트정보,노인코호트정보
건강검진코호트정보,,건강검진코호트정보,건강검진코호트정보
경상북도 군위군 관내의료기관현황,,관내의료기관현황,군위군 관내의료기관현황
대구경북첨단의료산업진흥재단 입주기업 현황,대구경북첨단의료산업진흥재단,입주기업,대구경북첨단의료산업진흥재 입주기업 현황
검체자원보유현황 20150831,,검체자원보유현황,검체자원보유현황 20150831
방사선치료환자 검체자원현황(20170331 기준),,검체자원현황(20170331,검체자원현황(20170331 기준)
전라남도 곡성군 공중위생업,,공중위생업,곡성군 공중위생업
대한적십자사 조혈모세포기증자 통계,대한적십자사,조혈모세포기증자,조혈모세포기증자 통계
영동군 아동청소년복지시설 현황,,아동청소년복지시설,아동청소년복지시설 현황
신종인플루엔자 정보,,신종인플루엔자,신종인플루엔자 정보
질병관리본부 지역건강통계,질병관리본부,질병관리본부,질병관리본부 지역건강통계
LIMS/품질문서,,LIMS/품질문서,LIMS/품질문서
임상연구 과제정보,,임상연구,임상연구 과제정보
인체조직기증희망현황,,인체조직기증희망현황,인 체 조 직 기 증 희 망 현 황
정도보증 참여기관,,정도보증,정도보증 참여기관
필리핀 결핵관리 역량강화사업 결핵진단체계 성과분석 및 개선방안 도출 연구용역,,결핵관리,결핵관리 역량강화사업 결핵진단체계 성과분석 및 개선방안 도출 연구용역
재외동포 보건의료지원 중장기 사업 개발,,보건의료지원,보건의료지원 중장기 사업 개발
사회복지공동모금회 위탁사업 관리 성과지표 개발,사회복지공동모금회,위탁사업,위탁사업 관리 성과지표 개발
한국국제보건의료재단 2010-2014 사업평가백서(영문),한국국제보건의료재단,사업평가백서(영문),2010-2014 사업평가백서(영문)
장기기증현황,,장기기증현황,장기기증현황
장기이식대기자현황,,장기이식대기자현황,장기이식대기자현황
조혈모세포기증희망(지역별)현황 수시,,조혈모세포기증희망(지역별)현황,조혈모세포기증희망(지역별)현황 수시
"조혈모세포기증희망(성별,연령별)현황 수시",,"조혈모세포기증희망(성별,연령별)현황","조혈모세포기증희망(성별,연령별)현황 수시"
"조혈모기증현황(성별,연령별) 수시",,"조혈모기증현황(성별,연령별)","조혈모기증현황(성별,연령별) 수시"
"장기이식통계(분기별,연보)",,"장기이식통계(분기별,연보)","장기이식통계(분기별, 연보)"
장기이식 인원 현황(연별),,인원현황,장기이식 인원 현황(연별)
장기이식 건 현황,,건현황,장기이식 건 현황
의약정보,,의약정보,의약정보
전라북도 순창군 의약품 판매업소 현황,,의약품,순창군 의약품 판매업소 현황
전라북도 순창군 의무소독대상시설현황,,의무소독대상시설현황,순창군 의무소독대상시설현황
서울시 공중화장실 위치정보 (수시),,위치정보,공중화장실 위치정보 (수시)
서울시 공중화장실 위치정보 (좌표계: ITRF2000) (수시),,위치정보,공중화장실 위치정보 (좌표계: ITRF2000) (수시)
서울시 공중화장실 위치정보 (좌표계: WGS1984) (수시),,위치정보,공중화장실 위치정보 (좌표계: WGS1984) (수시)
치과기공소 현황(2016.04.),,치과기공소,치과기공소 현황(2016.04.)
안마시술소 현황(2016.04.),,안마시술소,안마시술소 현황(2016.04.)
서울시 동물용 의료용구 판매업 현황 (수시),,의료용구,동물용 의료용구 판매업 현황 (수시)
서울시 자동심장충격기 정보 (한국어) (수시),,정보,자동심장충격기 정보 (한국어) (수시)
2015년 에티오피아 의료기기 관리운영체계 구축 컨설팅 최종 결과보고서(2016.07.05.),,의료기기,에티오피아 의료기기 관리운영체계 구축 컨설팅 최종 결과보고서(2016.07.05.)
2015 외국인근로자 보건관리 실무역량강화 기초 및 심화 결과보고서.(2016.02.17.),,보건관리,외국인근로자 보건관리 실무역량강화 기초 및 심화 결과보고서.(2016.02.17.)
모자보건 ODA 사업모형개발 (2011.10.),,사업모형개발,ODA 사업모형개발 (2011.10.)
외국인근로자 무료진료소 사업담당자 교육과정 개발 (2013.1.),,사업담당자,무료진료소 사업담당자 교육과정 개발 (2013.1.)
2015 해외긴급구호 보건의료인력 기초교육과정 결과보고서 (2016.02.17.),,보건의료인력,해외긴급구호 보건의료인력 기초교육과정 결과보고서 (2016.02.17.)
이종욱펠로우십 연수사업의 교육효과 평가지표 개발연구 (2012.2.),,교육효과,연수사업의 교육효과 평가지표 개발연구 (2012.2.)
해외긴급구호 의료인력과정 연구 (2010.8.),,의료인력과정,의료인력과정 연구 (2010.8.)
DR 콩고 응급의료차량 활용방안 수립 연구 (2012.2.),,응급의료차량,콩고 응급의료차량 활용방안 수립 연구 (2012.2.)
스리랑카 탕갈레 응급의료 기능강화사업 평가계획 수립 (2012.3.),,응급의료,탕갈레 응급의료 기능강화사업 평가계획 수립 (2012.3.)
캄보디아 모자보건 사업개발 Eng (2012.7.),,사업개발,모자보건 사업개발 Eng (2012.7.)
스리랑카 아비사웰라 지역병원 응급의료기능 강화사업 사후평가 (2013.3.),,지역병원,아비사웰라 지역병원 응급의료기능 강화사업 사후평가 (2013.3.)
2014년 병원운영 전략개발 및 컨설팅 사업 모잠비크 (2015.8.4.),,전략개발,병원운영 전략개발 및 컨설팅 사업 모잠비크 (2015.8.4.)
해외긴급구호 보건의료인력 심화교육과정 위탁운영 사업수행 결과보고서 (2016.03.03.),,심화교육과정,보건의료인력 심화교육과정 위탁운영 사업수행 결과보고서 (2016.03.03.)
한국국제보건의료재단 중장기 발전 계획 (2016.05.02.),한국국제보건의료재단,발전,중장기 발전 계획 (2016.05.02.)
보건의료분야 ODA 중장기 발전계획 수립 (2010.3.),,중장기,ODA 중장기 발전계획 수립 (2010.3.)
해외재난 긴급구호 의료지원현장 매뉴얼 개발 (2011.9.),,의료지원현장,긴급구호 의료지원현장 매뉴얼 개발 (2011.9.)
우즈베키스탄 메디컬소셜센터(모자보건센터)운영자문 연구용역 (2012.7.),,연구용역,메디컬소셜센터(모자보건센터)운영자문 연구용역 (2012.7.)
해외긴급구호보건의료인력 심화교육과정 운영 및 평가 최종보고서 (2013.2.),,운영,심화교육과정 운영 및 평가 최종보고서 (2013.2.)
밀양시 의원현황,,의원현황,밀양시 의원현황
서울특별시 서대문구 의료기관(병의원) 현황자료(2016.06.21. 현재),,의료기관(병의원),서대문구 의료기관(병의원) 현황자료(2016.06.21. 현재)
구례군 동물병원 및 약국 현황,,동물병원및약국현황,동물병원 및 약국 현황
전라남도 영암군 이용업소,,이용업소,영암군 이용업소
전라남도 영암군 숙박업소,,숙박업소,영암군 숙박업소
경상남도 양산시 공중위생업소 현황,,공중위생업소,양산시 공중위생업소 현황
구례군 의약업소현황,,의약업소현황,구례군 의약업소현황
전라남도 구례군 의료기관현황,,의료기관현황,구례군 의료기관현황
의료기기 관련 기초자료(병원 의공 직무교육) 2016,,기초자료,관련 기초자료(병원 의공 직무교육) 2016
캄보디아 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
네팔 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
라오스 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
르완다 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
모잠비크 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
미얀마 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
베트남 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
세네갈 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
에티오피아 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
식중독 예방 수칙(베트남어) 2016,,수칙(베트남어),예방 수칙(베트남어) 2016
식중독 예방 수칙(중국어) 2016,,수칙(중국어),예방 수칙(중국어) 2016
콜롬비아 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
탄자니아 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
볼리비아 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
.식중독 예방 수칙(몽골어) 2016,,수칙(몽골어),예방 수칙(몽골어) 2016
식중독 예방 수칙(인도네시아어) 2016,,수칙(인도네시아어),예방 수칙(인도네시아어) 2016
우간다 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
우즈베키스탄 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
파라과이 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
페루 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
필리핀 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
가나 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
몽골 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
필리핀 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
가나 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
몽골 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
스리랑카 국가 개황 및 보건의료 ODA 현황 2016,,ODA,국가 개황 및 보건의료 ODA 현황 2016
내 건강 지킴이(한국어),,지킴이(한국어),건강 지킴이(한국어)
내 건강 지킴이(타갈로그어),,지킴이(타갈로그어),건강 지킴이(타갈로그어)
내 건강 지킴이(캄보디아어),,지킴이(캄보디아어),건강 지킴이(캄보디아어)
내 건강 지킴이(중국어),,지킴이(중국어),건강 지킴이(중국어)
내 건강 지킴이(인도네시아어),,지킴이(인도네시아어),건강 지킴이(인도네시아어)
내 건강 지킴이(영어),,지킴이(영어),건강 지킴이(영어)
내 건강 지킴이(베트남어),,지킴이(베트남어),건강 지킴이(베트남어)
내 건강 지킴이(몽골어),,지킴이(몽골어),건강 지킴이(몽골어)
외국인근로자 파상풍/디프테리아 예방접종 안내문(한국어),,예방접종,파상풍/디프테리아 예방접종 안내문(한국어)
내 건강 지킴이(러시아어),,지킴이(러시아어),건강 지킴이(러시아어)
외국인근로자 파상풍/디프테리아 예방접종 안내문(영어),,예방접종,파상풍/디프테리아 예방접종 안내문(영어)
외국인근로자 파상풍/디프테리아 예방접종 안내문(필리핀어),,예방접종,파상풍/디프테리아 예방접종 안내문(필리핀어)
외국인근로자 파상풍/디프테리아 예방접종 안내문(태국어),,예방접종,파상풍/디프테리아 예방접종 안내문(태국어)
외국인근로자 파상풍/디프테리아 예방접종 안내문(캄보디아),,예방접종,파상풍/디프테리아 예방접종 안내문(캄보디아)
외국인근로자 파상풍/디프테리아 예방접종 안내문(중국어),,예방접종,파상풍/디프테리아 예방접종 안내문(중국어)
외국인근로자 파상풍/디프테리아 예방접종 안내문(인도네시아어),,예방접종,파상풍/디프테리아 예방접종 안내문(인도네시아어)
외국인근로자 파상풍/디프테리아 예방접종 안내문(우즈벡),,예방접종,파상풍/디프테리아 예방접종 안내문(우즈벡)
외국인근로자 파상풍/디프테리아 예방접종 안내문(베트남어),,예방접종,파상풍/디프테리아 예방접종 안내문(베트남어)
외국인근로자 파상풍/디프테리아 예방접종 안내문(몽골어),,예방접종,파상풍/디프테리아 예방접종 안내문(몽골어)
외국인근로자 파상풍/디프테리아 예방접종 안내문(러시아어),,예방접종,파상풍/디프테리아 예방접종 안내문(러시아어)
의료기기 관련 기초자료(기초의학 및 의공학),,기초자료(기초의학,관련 기초자료(기초의학 및 의공학)
의료기기 관련 기초자료(의용전자공학),,기초자료(의용전자공학),관련 기초자료(의용전자공학)
의료기기 관련 기초자료(의용기계공학),,기초자료(의용기계공학),관련 기초자료(의용기계공학)
의료기기 관련 기초자료(의료기기),,기초자료(의료기기),관련 기초자료(의료기기)
의료기기 관련 기초자료(의료기기 안전관리),,기초자료(의료기기,관련 기초자료(의료기기 안전관리)
질병관리본부 백서,질병관리본부,질병관리본부,질병관리본부 백서
화성시 필수위탁 의료기관 현황(2015),,의료기관,필수위탁 의료기관 현황(2015)
공영자전거 무인대여소 대여현황,,공영자전거,무인대여소 대여현황
의약품 판매업소 현황(2015. 1월 현재),,판매업소,판매업소 현황(2015. 1월 현재)
병원 및 의원 현황(2015. 1월 현재),병원,의원,및 의원 현황(2015. 1월 현재)
소독업소현황,,소독업소현황,소독업소현황
산후조리원 현황(2014),산후조리원,산후조리원,산후조리원 현황(2014)
"의료기관현황(의창구.성산구, 20140321)",,"의료기관현황(의창구.성산구,","의료기관현황(의창구.성산구, 20140321)"
2014 의무소독대상시설현황,,의무소독대상시설현황,2014 의무소독대상시설현황
동안구 조산원 현황(2014.6월 기준),,조산원현황,조산원 현황(2014.6월 기준)
순창군 의약품 판매업소 현황(2014. 9월 현재),,의약품판매업소,의약품 판매업소 현황(2014. 9월 현재)
의료기관현황,,의료기관현황,의료기관현황
소독업소현황,,소독업소현황,소독업소현황
순창군 병의원 현황(2014. 9월 현재),,병의원현황,병의원 현황(2014. 9월 현재)
동물의약품,,동물의약품,동물의약품
의료기관 현황,,의료기관,의료기관 현황
치과기공소 현황,,치과기공소,치과기공소 현황
안경업소 현황,,안경업소,안경업소 현황
의약업소 현황,,의약업소,의약업소 현황
당진시 의료기관 현황,,의료기관현황,의료기관 현황
미용실현황,,미용실현황,미용실현황
의료기관 및 약국현황,,약국현황,의료기관 및 약국현황
안양시 동안구 소독업소 현황(2014.2월 기준),,소독업소,동안구 소독업소 현황(2014.2월 기준)
암검진기관 현황 (2014.3.21 기준),,암검진기관현황,암검진기관 현황
안전상비의약품 판매업소 정보,,판매업소,판매업소 정보
용인시 수지구 암검진기관 현황,,암검진기관,수지구 암검진기관 현황
건강보험심사평가원 요양기관개폐업정보조회서비스,건강보험심사평가원,요양기관개폐업정보조회서비스,건강보험심사평가원 요양기관개폐업정보조회서비스
보건복지부 코로나19해외발생 현황,보건복지부,해외발생현황,코로나19해외발생 현황
보건복지부 코로나19 시·도발생 현황,보건복지부,시·도발생,코로나19 시·도발생 현황
보건복지부 코로나19 연령별·성별감염 현황,보건복지부,연령별·성별감염,코로나19 연령별·성별감염 현황
보건복지부 코로나19 감염 현황,보건복지부,감염,코로나19 감염 현황
부산광역시 보건소 검사정보,,보건소검사정보,보건소 검사정보
건강보험심사평가원 비급여진료비정보조회서비스,건강보험심사평가원,비급여진료비정보조회서비스,건강보험심사평가원 비급여진료비정보조회서비스
전라북도 전주시 급식소 현황,,급식소,전주시 급식소 현황
국민건강보험공단 질병예측 정보,국민건강보험공단,질병예측,질병예측 정보
부산광역시 종합병원 현황,,종합병원,종합병원 현황
부산광역시 영도구 약국현황,,약국현황,영도구 약국현황
부산광역시 영도구 의료기관현황,,의료기관현황,영도구 의료기관현황
전국 자동심장 충격기 정보 조회 서비스(AED),,충격기,자동심장 충격기 정보 조회 서비스(AED)
부산광역시 아토피천식 안심학교 현황,,안심학교,아토피천식 안심학교 현황
인천광역시 정신의료기관 및 시설 현황,,정신의료기관,정신의료기관 및 시설 현황
경상남도 진주시 의약업소,,의약업소,진주시 의약업소
한국보건산업진흥원 글로벌 보건산업 동향,한국보건산업진흥원,보건산업,글로벌 보건산업 동향
경상북도 의료기관 현황서비스,,현황서비스,의료기관 현황서비스
인천광역시 군구별 고위험음주인원 정보,,고위험음주인원,군구별 고위험음주인원 정보
인천광역시 군구별 비만율 정보,,비만율,군구별 비만율 정보
인천광역시 군구별 인구천명당 의사수 정보,,인구천명당,군구별 인구천명당 의사수 정보
인천광역시 국토계획/보건위생시설,,국토계획/보건위생시얼,인천광역시 국토계획/보건위생시설
인천광역시 군구별 흡연율 정보,,흡연율,군구별 흡연율 정보
인천광역시 의료시설 정보,,의료시설,의료시설 정보
제주특별자치도 서귀포시 서귀포시 금연구역,,금연구역,서귀포시 서귀포시 금연구역
제주특별자치도 서귀포시 서귀포시 보건소현황,,보건소현황,서귀포시 서귀포시 보건소현황
제주특별자치도 제주시 한방진료실운영현황,,한방진료실운영현황,제주시 한방진료실운영현황
건강보험심사평가원 의약품성분약효정보조회서비스,건강보험심사평가원,의약품성분약효정보조회서비스,건강보험심사평가원 의약품성분약효정보조회서비스
서울특별시 동작구 동물약국 인허가 정보,,동물약국,동작구 동물약국 인허가 정보
울산광역시 동물병원 현황,,동물병원,동물병원 현황
서울특별시 동작구 의원 인허가 정보,,의원인허가정보,동작구 의원 인허가 정보
서울특별시 동작구 동물병원 인허가 정보,,동물병원,동작구 동물병원 인허가 정보
서울특별시 동작구 병원 인허가 정보,,병원,동작구 병원 인허가 정보
서울특별시 동작구 약국 인허가 정보,,약국,동작구 약국 인허가 정보
경상남도 보건소,,보건소,경상남도 보건소
경상남도 건강가정지원센터,,건강가정지원센터,경상남도 건강가정지원센터
울산광역시 보건소 현황,,보건소현황,보건소 현황
간암 병기 조사 정보제공 서비스,,조사정보제공,병기 조사 정보제공 서비스
부산광역시 외국인환자 유치기관,,유치기관,외국인환자 유치기관
건강보험심사평가원 약가기준정보조회서비스,건강보험심사평가원,약가기준정보조회서비스,건강보험심사평가원 약가기준정보조회서비스
건강보험심사평가원 수가기준정보조회서비스,건강보험심사평가원,수가기준정보조회서비스,건강보험심사평가원 수가기준정보조회서비스
건강보험심사평가원 병원코드정보서비스,건강보험심사평가원,병원코드정보서비스,건강보험심사평가원 병원코드정보서비스
건강보험심사평가원 특수진료병원정보서비스,건강보험심사평가원,특수진료병원정보서비스,건강보험심사평가원 특수진료병원정보서비스
건강보험심사평가원 의약품사용정보조회서비스,건강보험심사평가원,의약품사용정보조회서비스,건강보험심사평가원 의약품사용정보조회서비스
건강보험심사평가원 진료행위정보서비스,건강보험심사평가원,진료행위정보서비스,건강보험심사평가원 진료행위정보서비스
건강보험심사평가원 질병정보서비스,건강보험심사평가원,질병정보서비스,건강보험심사평가원 질병정보서비스
건강보험심사평가원 병원평가결과정보조회서비스,건강보험심사평가원,병원평가결과정보조회서비스,건강보험심사평가원 병원평가결과정보조회서비스
건강보험심사평가원 병원정보서비스,건강보험심사평가원,병원정보서비스,건강보험심사평가원 병원정보서비스
건강보험심사평가원 약국정보서비스,건강보험심사평가원,약국정보서비스,건강보험심사평가원 약국정보서비스
건강보험심사평가원 의료기관별상세정보서비스,건강보험심사평가원,의료기관별상세정보서비스,건강보험심사평가원 의료기관별상세정보서비스
건강보험심사평가원 코로나19병원정보(국민안심병원 외)서비스,건강보험심사평가원,병원정보서비스,코로나19병원정보(국민안심병원 외)서비스
충청남도 보령시 약국조회서비스,,약국조회서비스,보령시 약국조회서비스
충청남도 보령시 의료기관조회서비스,,의료기관조회서비스,보령시 의료기관조회서비스
충청남도 보령시 당직의료기관조회서비스,,당직의료기관조회서비스,보령시 당직의료기관조회서비스
건강보험심사평가원 의료영상진료정보조회서비스,건강보험심사평가원,의료영상진료정보조회서비스,건강보험심사평가원 의료영상진료정보조회서비스
부산광역시 비브리오균 조사 정보,,비브리오균조사정보,비브리오균 조사 정보
충청북도 응급의료기관,,응급의료기관,충청북도 응급의료기관
충청북도 응급의료기관,,응급의료기관,충청북도 응급의료기관
전국 응급의료기관 조회 서비스,,응급의료기관,응급의료기관 조회 서비스
전국 병?의원 찾기 서비스,,병의원,병의원 찾기 서비스
폐암 병기 조사 정보제공 서비스,,병기,병기 조사 정보제공 서비스
국립암센터 갑상선암 라이브러리 집계정보,국립암센터,갑상선암,갑상선암 라이브러리 집계정보
