,fname,provide,title,local,sub_loc,department,sub_dept,info
1564,제주특별자치도 서귀포시 제과점현황,자치행정기관,제주특별자치도,제주특별자치도,서귀포시,,,
1565,병원현황,자치행정기관,병원현황,,,,,
1566,한국보건의료인국가시험원 용어사전,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,
1567,전라남도 나주시 의료기관,자치행정기관,전라남도,전라남도,나주시,,,
1568,국립암센터 암환자의료비지원정보시스템 운영 관리 자료실 2019년9월,공공기관,국립암센터,,,국립암센터,,운영 관리 자료실 2019년9월
1569,국립암센터 암환자의료비지원정보시스템 운영 관리 메모 2019년9월,공공기관,국립암센터,,,국립암센터,,운영 관리 메모 2019년9월
1570,국립암센터 암환자의료비지원정보시스템 운영 관리 공지사항 2019년9월,공공기관,국립암센터,,,국립암센터,,운영 관리 공지사항 2019년9월
1571,국립암센터 암환자의료비지원정보시스템 운영 관리 개인정보처리방침 2019년9월,공공기관,국립암센터,,,국립암센터,,운영 관리 개인정보처리방침 2019년9월
1572,국립암센터 암환자의료비지원정보시스템 설문 정보 SQL관리 2019년9월,공공기관,국립암센터,,,국립암센터,,설문 정보 SQL관리 2019년9월
1573,국립암센터 암환자의료비지원정보시스템 설문 정보 설문 항목 테이블 2019년9월,공공기관,국립암센터,,,국립암센터,,설문 정보 설문 항목 테이블 2019년9월
1574,국립암센터 암환자의료비지원정보시스템 설문 정보 설문 보기 테이블 2019년9월,공공기관,국립암센터,,,국립암센터,,설문 정보 설문 보기 테이블 2019년9월
1575,국립암센터 암환자의료비지원정보시스템 설문 정보 설문 메인 테이블 2019년9월,공공기관,국립암센터,,,국립암센터,,설문 정보 설문 메인 테이블 2019년9월
1576,국립암센터 암환자의료비지원정보시스템 설문 정보 설문 결과 테이블 2019년9월,공공기관,국립암센터,,,국립암센터,,설문 정보 설문 결과 테이블 2019년9월
1577,국립암센터 국립암센터홈페이지 개방 데이터 협업정보 2019년9월,공공기관,국립암센터,,,국립암센터,국립암센터홈페이지,개방 데이터 협업정보 2019년9월
1578,국립암센터 국립암센터홈페이지 개방 데이터 책 정보 2019년9월,공공기관,국립암센터,,,국립암센터,국립암센터홈페이지,개방 데이터 책 정보 2019년9월
1579,국립암센터 국립암센터홈페이지 개방 데이터 세미나 정보 2019년9월,공공기관,국립암센터,,,국립암센터,국립암센터홈페이지,개방 데이터 세미나 정보 2019년9월
1580,국립암센터 국립암센터홈페이지 개방 데이터 저널정보 2019년9월,공공기관,국립암센터,,,국립암센터,국립암센터홈페이지,개방 데이터 저널정보 2019년9월
1581,국립암센터 국립암센터홈페이지 개방 데이터 부서정보 2019년9월,공공기관,국립암센터,,,국립암센터,국립암센터홈페이지,개방 데이터 부서정보 2019년9월
1582,국립암센터 국립암센터홈페이지 개방 데이터 기타공지 2019년9월,공공기관,국립암센터,,,국립암센터,국립암센터홈페이지,개방 데이터 기타공지 2019년9월
1583,국립암센터 국립암센터홈페이지 개방 데이터 기타공고테이블 2019년9월,공공기관,국립암센터,,,국립암센터,국립암센터홈페이지,개방 데이터 기타공고테이블 2019년9월
1584,국립암센터 국립암센터홈페이지 개방 데이터 나라코드 마스터 2019년9월,공공기관,국립암센터,,,국립암센터,국립암센터홈페이지,개방 데이터 나라코드 마스터 2019년9월
1585,국립암센터 국립암센터홈페이지 개방 데이터 공지파일 2019년9월,공공기관,국립암센터,,,국립암센터,국립암센터홈페이지,개방 데이터 공지파일 2019년9월
1586,국립암센터 국립암센터홈페이지 개방 데이터 공지코드 2019년9월,공공기관,국립암센터,,,국립암센터,국립암센터홈페이지,개방 데이터 공지코드 2019년9월
1587,충청북도 청주시 진단용방사선발생장치 및 특수의료장비 현황,자치행정기관,충청북도,충청북도,청주시,,,진단용방사선발생장치 및 특수의료장비 현황
1588,전라북도 고창군 흡연구역지정현황,자치행정기관,전라북도,전라북도,고창군,,,
1589,의료기관 및 약국정보,자치행정기관,의료기관,,,,,
1590,충청남도 천안시 진단용방사선발생장치 현황,자치행정기관,충청남도,충청남도,천안시,,,
1591,전남 신안군 공중위생업 현황,자치행정기관,전남,,신안군,,,
1592,질병관리본부 결핵관리지침 정보,국가행정기관,질병관리본부,,,질병관리본부,,
1593,경기도 군포시 공중위생업 현황,자치행정기관,경기도,경기도,군포시,,,
1594,울산광역시 중구 평일 야간 및 휴일 진료의료 기관 현황,자치행정기관,울산광역시,울산광역시,중구,,,평일 야간 및 휴일 진료의료 기관 현황
1595,울산광역시 중구 의료기관,자치행정기관,울산광역시,울산광역시,중구,,,
1596,울산광역시 중구 이용원,자치행정기관,울산광역시,울산광역시,중구,,,
1597,울산광역시 중구 미용업 2010926,자치행정기관,울산광역시,울산광역시,중구,,,
1598,질병관리본부 결핵은 무슨병인가요 정보,국가행정기관,질병관리본부,,,질병관리본부,,
1599,질병관리본부 결핵진료지침 정보,국가행정기관,질병관리본부,,,질병관리본부,,
1600,한국 HPV 코호트 등록현황,국가행정기관,한국,,,,,
1601,한국 HIV/AIDS 코호트 등록현황,국가행정기관,한국,,,,,
1602,한국보건의료연구원 교육정보,공공기관,한국보건의료연구원,,,한국보건의료연구원,,
1603,서울특별시 보건의료 정보,자치행정기관,서울특별시,서울특별시,,,,
1604,조류인플루엔자 정보,국가행정기관,조류인플루엔자,,,,,
1605,한국보건의료연구원 주요 연구과제,공공기관,한국보건의료연구원,,,한국보건의료연구원,,
1606,질병관리본부 퇴원 손상 통계,국가행정기관,질병관리본부,,,질병관리본부,,
1607,세종특별자치시시설관리공단 은하수공원 장례용품 가격정보,공공기관,세종특별자치시시설관리공단,,,세종특별자치시시설관리공단,,
1608,장애유형별 교부품목정보,국가행정기관,장애유형별,,,,,
1609,국립재활원 병상별입원환자통계정보,국가행정기관,국립재활원,,,국립재활원,,
1610,서대문구 의료기관(병의원)현황,자치행정기관,서대문구,서대문구,,,,
1611,치매무료검진기관현황,자치행정기관,치매무료검진기관현황,,,,,
1612,진료정보,국가행정기관,진료정보,,,,,
1613,장애인 운전교육 현황,국가행정기관,장애인,,,,,
1614,장애인 보조기구 품목 및 분류 DB,국가행정기관,장애인,,보조기구,,,품목 및 분류 DB
1615,검진기관 정보(2013),국가행정기관,검진기관,,,,,
1616,질병별 장애인 건강관리 정보(2015),국가행정기관,질병별,,,,,
1617,장애원인별통계정보,국가행정기관,장애원인별통계정보,,,,,
1618,입원환자 상병별/장애유형별/유형별 진료비 및 재원일수,국가행정기관,입원환자,,,,,진료비 및 재원일수
1619,의료진(진료과)별내원환자통계정보,국가행정기관,의료진(진료과)별내원환자통계정보,,,,,
1620,유형별(의료종별)내원환자통계정보,국가행정기관,유형별(의료종별)내원환자통계정보,,,,,
1621,상병별환자통계정보,국가행정기관,상병별환자통계정보,,,,,
1622,국립재활원 재활치료효과(MBI) 통계정보,국가행정기관,국립재활원,,,국립재활원,,
1623,2019년 청주시 미용업소 현황,자치행정기관,2019년,,청주시,,,
1624,2015년 7월 청주시 청원구 미용업 현황 현황,자치행정기관,2015년,,,,,청주시 청원구 미용업 현황 현황
1625,2015년 7월현재 청주시 서원구 미용업 현황,자치행정기관,2015년,,,,,청주시 서원구 미용업 현황
1626,2015년 7월 청주시 상당구 미용업 현황,자치행정기관,2015년,,,,,청주시 상당구 미용업 현황
1627,퇴원환자기초정보 2018,국가행정기관,퇴원환자기초정보,,,,,
1628,외래환자기초정보 2018(상반기),국가행정기관,외래환자기초정보,,,,,
1629,외래환자기초정보 2018(하반기),국가행정기관,외래환자기초정보,,,,,
1630,방사선비상진료장비현황,공공기관,방사선비상진료장비현황,,,,,
1631,한국원자력의학원 방사선비상진료기관 방호약품 보유현황,공공기관,한국원자력의학원,,,,,
1632,한국원자력의학원 방사선비상진료 훈련정보,공공기관,한국원자력의학원,,,,,
1633,구례군 보건기관현황,자치행정기관,구례군,구례군,,,,
1634,구례군 소독관련정보,자치행정기관,구례군,구례군,,,,
1635,울산광역시 북구 병리검사 정보,자치행정기관,울산광역시,울산광역시,북구,,,
1636,약국 현황,자치행정기관,약국,,,,,
1637,안경업소 현황,자치행정기관,안경업소,,,,,
1638,안마원 현황,자치행정기관,안마원,,,,,
1639,소독의무대상시설 현황,자치행정기관,소독의무대상시설,,,,,
1640,국립소록도병원 의약품정보,국가행정기관,국립소록도병원,,,국립소록도병원,,
1641,서울특별시 관악구 안전상비의약품판매업소,자치행정기관,서울특별시,서울특별시,관악구,,,
1642,서울특별시 관악구 약국업소현황,자치행정기관,서울특별시,서울특별시,관악구,,,
1643,서울특별시 어린이 체력측정 정보,자치행정기관,서울특별시,서울특별시,,,,
1644,한국원자력의학원 방사선비상진료기관현황 및 지정기준,공공기관,한국원자력의학원,,,,,
1645,한국원자력의학원 논문,공공기관,한국원자력의학원,,,,,
1646,임상연구 DB,국가행정기관,임상연구,임상연구,,,,
1647,충청남도 천안시 장애인 재활시설 현황,자치행정기관,충청남도,충청남도,천안시,,,장애인 재활시설 현황
1648,전라북도 완주군 공중위생업 현황,자치행정기관,전라북도,전라북도,완주군,,,
1649,한국원자력의학원 지식재산권,공공기관,한국원자력의학원,,,,,
1650,방사선비상진료장비 보유현황(2017년 현재),공공기관,방사선비상진료장비,,,,,
1651,국민건강보험공단 만성질환자 건강지원서비스 교육프로그램 일정,공공기관,국민건강보험공단,,,국민건강보험공단,,건강지원서비스 교육프로그램 일정
1652,한국원자력의학원 공지사항,공공기관,한국원자력의학원,,,,,
1653,한국원자력의학원 비급여진료현황,공공기관,한국원자력의학원,,,,,
1654,한국원자력의학원 방사선의학웹진,공공기관,한국원자력의학원,,,,,
1655,광주광역시 산후조리원 현황 2018,자치행정기관,광주광역시,광주광역시,,,,
1656,한국원자력의학원 플랫폼구축사업단 소개 및 현황,공공기관,한국원자력의학원,,,,,소개 및 현황
1657,광주광역시 산모신생아건강관리사 제공기관 현황 2018,자치행정기관,광주광역시,광주광역시,,,,제공기관 현황 2018
1658,제주특별자치도 제주시 심장자동제세동기 위치,자치행정기관,제주특별자치도,제주특별자치도,제주시,,,
1659,충청북도 괴산군 병원의원약국 현황,자치행정기관,충청북도,충청북도,괴산군,,,
1660,심폐소생 자동제세동기 정보,자치행정기관,심폐소생,,,,,
1661,경상북도 성주군 흡연구역 정보,자치행정기관,경상북도,경상북도,성주군,,,
1662,충청북도 청주시 의료기관 현황,자치행정기관,충청북도,충청북도,청주시,,,
1663,충청북도 증평군 진단용방사선발생장치현황,자치행정기관,충청북도,충청북도,증평군,,,
1664,서울특별시 관악구 병의원 현황,자치행정기관,서울특별시,서울특별시,관악구,,,
1665,국민건강보험공단 현금급여비(도단위별) 지급현황,공공기관,국민건강보험공단,,,국민건강보험공단,,
1666,서울특별시 광진구 흡연 민원건수 단속건수 현황,자치행정기관,서울특별시,서울특별시,광진구,,,흡연 민원건수 단속건수 현황
1667,서울특별시 중구 약국,자치행정기관,서울특별시,서울특별시,중구,,,
1668,서울특별시 도봉구 흡연단속 현황,자치행정기관,서울특별시,서울특별시,도봉구,,,
1669,광주광역시 공기호흡기용기 충전현황,자치행정기관,광주광역시,광주광역시,,,,
1670,"경상남도 창원시 마산합포구, 마산회원구 의료기관 현황",자치행정기관,경상남도,경상남도,창원시,,,"마산합포구, 마산회원구 의료기관 현황"
1671,경상남도 창원시 산후조리원 현황,자치행정기관,경상남도,경상남도,창원시,,,
1672,"경상남도 창원시 의창구, 성산구 의료기관 현황",자치행정기관,경상남도,경상남도,창원시,,,"의창구, 성산구 의료기관 현황"
1673,서울특별시 광진구 국가예방접종위탁의료기관,자치행정기관,서울특별시,서울특별시,광진구,,,
1674,경상남도 창원시 진해구 의료기관 현황,자치행정기관,경상남도,경상남도,창원시,,,진해구 의료기관 현황
1675,한국보건의료인국가시험원 과목정보 (2000~2019),공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,
1676,서울특별시 중구 병원 현황,자치행정기관,서울특별시,서울특별시,중구,,,
1677,보건의료인국가시험 일정 및 장소 정보,공공기관,보건의료인국가시험,,,,,및 장소 정보
1678,의료기관평가인증원 환자안전 통계연보,공공기관,의료기관평가인증원,,,의료기관평가인증원,,
1679,희귀질환 관련 정보,국가행정기관,희귀질환,,,,,
1680,부산광역시 남구 필수예방접종 위탁의료기관 현황(2019년),자치행정기관,부산광역시,부산광역시,남구,,,필수예방접종 위탁의료기관 현황(2019년)
1681,서울특별시 중구 흡연관련 정보,자치행정기관,서울특별시,서울특별시,중구,,,
1682,한국원자력의학원 전국방사산비상진료기관현황(20190402),공공기관,한국원자력의학원,,,,,
1683,전국방사선비상진료 기관현황(2018.1.17),공공기관,전국방사선비상진료,,,,,
1684,서울특별시 광진구 약국,자치행정기관,서울특별시,서울특별시,광진구,,,
1685,서울특별시 광진구 건강검진기관(영유아),자치행정기관,서울특별시,서울특별시,광진구,,,
1686,서울특별시 광진구 건강검진기관(구강),자치행정기관,서울특별시,서울특별시,광진구,,,
1687,서울특별시 광진구 건강검진기관,자치행정기관,서울특별시,서울특별시,광진구,,,
1688,서울특별시 광진구 한의원,자치행정기관,서울특별시,서울특별시,광진구,,,
1689,"서울특별시 광진구 병의원(치과, 한의원 제외)",자치행정기관,서울특별시,서울특별시,광진구,,,"병의원(치과, 한의원 제외)"
1690,서울특별시 광진구 치과,자치행정기관,서울특별시,서울특별시,광진구,,,
1691,서울특별시 광진구 의료기기판매업소,자치행정기관,서울특별시,서울특별시,광진구,,,
1692,인플루엔자 정보,국가행정기관,인플루엔자,,,,,
1693,임상연구 등록통계,국가행정기관,임상연구,임상연구,,,,
1694,한국보건의료연구원 연구보고서 정보,공공기관,한국보건의료연구원,,,한국보건의료연구원,,
1695,장기기증희망현황,국가행정기관,장기기증희망현황,,,,,
1696,질병관리본부 신증후군출혈열 지역별 발생현황,국가행정기관,질병관리본부,,,질병관리본부,,
1697,경상북도 칠곡군 흡연구역정보,자치행정기관,경상북도,경상북도,칠곡군,,,
1698,이ㆍ미용업체 현황,자치행정기관,이ㆍ미용업체,,,,,
1699,질병별 감염병 발생현황 (연도별·월별·기간별) 통계,국가행정기관,질병별,,,,,발생현황 (연도별·월별·기간별) 통계
1700,성별ㆍ연령별 감염병 발생 통계(일간),국가행정기관,성별ㆍ연령별,,,,,
1701,지역별 감염병 발생현황 (질병별·연도별·월별·기간별) 통계(일별),국가행정기관,지역별,,,,,발생현황 (질병별·연도별·월별·기간별) 통계(일별)
1702,법정감염병 표본감시 통계(주간),국가행정기관,법정감염병,,표본감시,,,
1703,예방접종업무 위탁 의료기관 현황 정보,국가행정기관,예방접종업무,,,,,의료기관 현황 정보
1704,충청남도 당진시 진단용방사선발생장치 현황,자치행정기관,충청남도,충청남도,당진시,,,
1705,서울특별시 안경점 정보(수시),자치행정기관,서울특별시,서울특별시,,,,
1706,충청남도 공주시 진단용방사선발생장치 현황,자치행정기관,충청남도,충청남도,공주시,,,
1707,의료기관안내 DB,자치행정기관,의료기관안내,,,,,
1708,이용업 현황,자치행정기관,이용업,,,,,
1709,목욕장업 현황,자치행정기관,목욕장업,,,,,
1710,서울시 동물판매업 현황 (수시),자치행정기관,서울시,서울시,,,,
1711,한국국제보건의료재단 보건분야 ODA 유무상 연계사업 발전방안 연구,공공기관,한국국제보건의료재단,,,한국국제보건의료재단,,ODA 유무상 연계사업 발전방안 연구
1712,대구광역시 달성군 의료기관현황,자치행정기관,대구광역시,대구광역시,달성군,,,
1713,한국국제보건의료재단 외국인근로자 이동클리닉 지원 현황,공공기관,한국국제보건의료재단,,,한국국제보건의료재단,,이동클리닉 지원 현황
1714,한국국제보건의료재단 의약품/의료기기 후원 및 지원 현황,공공기관,한국국제보건의료재단,,,한국국제보건의료재단,,후원 및 지원 현황
1715,광주광역시 외국인환자유치 의료기관 현황(2018년),자치행정기관,광주광역시,광주광역시,,,,
1716,공공보건기관 현황(2018년),자치행정기관,공공보건기관,,,,,
1717,광주광역시 정신건강증진센터 현황(2018년),자치행정기관,광주광역시,광주광역시,,,,
1718,광주광역시 중독관리센터 현황(2018년),자치행정기관,광주광역시,광주광역시,,,,
1719,광주광역시 열린마음상담센터 현황(2018년),자치행정기관,광주광역시,광주광역시,,,,
1720,광주광역시 외국인근로자 등 소외계층 무료진료기관(2018년),자치행정기관,광주광역시,광주광역시,,,,등 소외계층 무료진료기관(2018년)
1721,외국인유학생 무료진료 조제 지정약국(2018년),자치행정기관,외국인유학생,,,,,
1722,광주광역시 24시간 응급의료기관 현황(2018년),자치행정기관,광주광역시,광주광역시,,,,
1723,광주광역시 외국인환자 유치업체현황(2018년),자치행정기관,광주광역시,광주광역시,,,,
1724,광주광역시 중소기업협동조합 인가 현황(2018년1월),자치행정기관,광주광역시,광주광역시,,,,
1725,치과기공소 현황(2017.11월 기준),자치행정기관,치과기공소,,,,,
1726,조산원 현황(2017.11월 기준),자치행정기관,조산원,,,,,
1727,소독의무대상시설 현황(2016.11월 기준),자치행정기관,소독의무대상시설,,,,,
1728,전라남도 해남군 흡연구역 정보,자치행정기관,전라남도,전라남도,해남군,,,
1729,경상북도 군위군 흡연구역현황,자치행정기관,경상북도,경상북도,군위군,,,
1730,국가필수예방접종,자치행정기관,국가필수예방접종,,,,,
1731,치과병원 정보,자치행정기관,치과병원,,,,,
1732,한의원 정보,자치행정기관,한의원,,,,,
1733,우간다 지역사회 건강증진사업 형성조사 최종보고서(2017.12.),공공기관,우간다,,,,,건강증진사업 형성조사 최종보고서(2017.12.)
1734,"화성시 의료기관 및 산후조리원, 소독업소 등 현황",자치행정기관,화성시,화성시,,,,"및 산후조리원, 소독업소 등 현황"
1735,동물병원,자치행정기관,동물병원,,,,,
1736,동물약국,자치행정기관,동물약국,,,,,
1737,김천시 식품위생업소 현황,자치행정기관,김천시,김천시,,,,
1738,영동군 공중위생업 현황,자치행정기관,영동군,영동군,,,,
1739,영동군 의료기관 현황,자치행정기관,영동군,영동군,,,,
1740,영동군 장애인 등록 현황,자치행정기관,영동군,영동군,,,,
1741,영동군 장애인복지시설 현황,자치행정기관,영동군,영동군,,,,
1742,영동군 의약품취급업소 현황,자치행정기관,영동군,영동군,,,,
1743,충청남도 계룡시 보건소 및 보건지소현황,자치행정기관,충청남도,충청남도,계룡시,,,보건소 및 보건지소현황
1744,질병관리본부 동물실험 정보,국가행정기관,질병관리본부,,,질병관리본부,,
1745,의료분쟁 감정분석 현황,공공기관,의료분쟁,,,,,
1746,의료분쟁 조정분석 현황,공공기관,의료분쟁,,,,,
1747,의료분쟁 상담분석 현황,공공기관,의료분쟁,,,,,
1748,화천군 공중위생업 현황,자치행정기관,화천군,화천군,,,,
1749,2017년도 대한적십자사 헌혈의집 현황,공공기관,2017년도,2017년도,,,,
1750,전국 약국 정보 조회 서비스,공공기관,전국,,,,,정보 조회 서비스
1751,의료급여 수급권자 진료현황,공공기관,의료급여,,,,,
1752,민간구급차 현황정보,공공기관,민간구급차,,,,,
1753,노인코호트정보,공공기관,노인코호트정보,,,,,
1754,건강검진코호트정보,공공기관,건강검진코호트정보,,,,,
1755,경상북도 군위군 관내의료기관현황,자치행정기관,경상북도,경상북도,군위군,,,
1756,대구경북첨단의료산업진흥재단 입주기업 현황,공공기관,대구경북첨단의료산업진흥재단,,,대구경북첨단의료산업진흥재단,,
1757,검체자원보유현황 20150831,공공기관,검체자원보유현황,,,,,
1758,방사선치료환자 검체자원현황(20170331 기준),공공기관,방사선치료환자,,,,,
1759,전라남도 곡성군 공중위생업,자치행정기관,전라남도,전라남도,곡성군,,,
1760,대한적십자사 조혈모세포기증자 통계,공공기관,대한적십자사,,,대한적십자사,,
1761,영동군 아동청소년복지시설 현황,자치행정기관,영동군,영동군,,,,
1762,신종인플루엔자 정보,국가행정기관,신종인플루엔자,,,,,
1763,질병관리본부 지역건강통계,국가행정기관,질병관리본부,,,질병관리본부,,
1764,LIMS/품질문서,국가행정기관,LIMS/품질문서,,,,,
1765,임상연구 과제정보,국가행정기관,임상연구,임상연구,,,,
1766,인체조직기증희망현황,국가행정기관,인체조직기증희망현황,,,,,
1767,정도보증 참여기관,국가행정기관,정도보증,,,,,
1768,필리핀 결핵관리 역량강화사업 결핵진단체계 성과분석 및 개선방안 도출 연구용역,공공기관,필리핀,,,,,역량강화사업 결핵진단체계 성과분석 및 개선방안 도출 연구용역
1769,재외동포 보건의료지원 중장기 사업 개발,공공기관,재외동포,,,,,중장기 사업 개발
1770,사회복지공동모금회 위탁사업 관리 성과지표 개발,공공기관,사회복지공동모금회,,,사회복지공동모금회,,관리 성과지표 개발
1771,한국국제보건의료재단 2010-2014 사업평가백서(영문),공공기관,한국국제보건의료재단,,,한국국제보건의료재단,,
1772,장기기증현황,국가행정기관,장기기증현황,,,,,
1773,장기이식대기자현황,국가행정기관,장기이식대기자현황,,,,,
1774,조혈모세포기증희망(지역별)현황 수시,국가행정기관,조혈모세포기증희망(지역별)현황,,수시,,,
1775,"조혈모세포기증희망(성별,연령별)현황 수시",국가행정기관,"조혈모세포기증희망(성별,연령별)현황",,수시,,,
1776,"조혈모기증현황(성별,연령별) 수시",국가행정기관,"조혈모기증현황(성별,연령별)",,수시,,,
1777,"장기이식통계(분기별,연보)",국가행정기관,"장기이식통계(분기별,연보)",,,,,
1778,장기이식 인원 현황(연별),국가행정기관,장기이식,,,,,
1779,장기이식 건 현황,국가행정기관,장기이식,,,,,
1780,의약정보,자치행정기관,의약정보,,,,,
1781,전라북도 순창군 의약품 판매업소 현황,자치행정기관,전라북도,전라북도,순창군,,,의약품 판매업소 현황
1782,전라북도 순창군 의무소독대상시설현황,자치행정기관,전라북도,전라북도,순창군,,,
1783,서울시 공중화장실 위치정보 (수시),자치행정기관,서울시,서울시,,,,
1784,서울시 공중화장실 위치정보 (좌표계: ITRF2000) (수시),자치행정기관,서울시,서울시,,,,위치정보 (좌표계: ITRF2000) (수시)
1785,서울시 공중화장실 위치정보 (좌표계: WGS1984) (수시),자치행정기관,서울시,서울시,,,,위치정보 (좌표계: WGS1984) (수시)
1786,치과기공소 현황(2016.04.),자치행정기관,치과기공소,,,,,
1787,안마시술소 현황(2016.04.),자치행정기관,안마시술소,,,,,
1788,서울시 동물용 의료용구 판매업 현황 (수시),자치행정기관,서울시,서울시,,,,의료용구 판매업 현황 (수시)
1789,서울시 자동심장충격기 정보 (한국어) (수시),자치행정기관,서울시,서울시,,,,정보 (한국어) (수시)
1790,2015년 에티오피아 의료기기 관리운영체계 구축 컨설팅 최종 결과보고서(2016.07.05.),공공기관,2015년,,,,,의료기기 관리운영체계 구축 컨설팅 최종 결과보고서(2016.07.05.)
1791,2015 외국인근로자 보건관리 실무역량강화 기초 및 심화 결과보고서.(2016.02.17.),공공기관,2015,,,,,보건관리 실무역량강화 기초 및 심화 결과보고서.(2016.02.17.)
1792,모자보건 ODA 사업모형개발 (2011.10.),공공기관,모자보건,,,,,
1793,외국인근로자 무료진료소 사업담당자 교육과정 개발 (2013.1.),공공기관,외국인근로자,,,,,사업담당자 교육과정 개발 (2013.1.)
1794,2015 해외긴급구호 보건의료인력 기초교육과정 결과보고서 (2016.02.17.),공공기관,2015,,,,,보건의료인력 기초교육과정 결과보고서 (2016.02.17.)
1795,이종욱펠로우십 연수사업의 교육효과 평가지표 개발연구 (2012.2.),공공기관,이종욱펠로우십,,,,,교육효과 평가지표 개발연구 (2012.2.)
1796,해외긴급구호 의료인력과정 연구 (2010.8.),공공기관,해외긴급구호,,,,,
1797,DR 콩고 응급의료차량 활용방안 수립 연구 (2012.2.),공공기관,DR,,,,,응급의료차량 활용방안 수립 연구 (2012.2.)
1798,스리랑카 탕갈레 응급의료 기능강화사업 평가계획 수립 (2012.3.),공공기관,스리랑카,,,,,응급의료 기능강화사업 평가계획 수립 (2012.3.)
1799,캄보디아 모자보건 사업개발 Eng (2012.7.),공공기관,캄보디아,,,,,사업개발 Eng (2012.7.)
1800,스리랑카 아비사웰라 지역병원 응급의료기능 강화사업 사후평가 (2013.3.),공공기관,스리랑카,,,,,지역병원 응급의료기능 강화사업 사후평가 (2013.3.)
1801,2014년 병원운영 전략개발 및 컨설팅 사업 모잠비크 (2015.8.4.),공공기관,2014년,,,,,전략개발 및 컨설팅 사업 모잠비크 (2015.8.4.)
1802,해외긴급구호 보건의료인력 심화교육과정 위탁운영 사업수행 결과보고서 (2016.03.03.),공공기관,해외긴급구호,,,,,심화교육과정 위탁운영 사업수행 결과보고서 (2016.03.03.)
1803,한국국제보건의료재단 중장기 발전 계획 (2016.05.02.),공공기관,한국국제보건의료재단,,,한국국제보건의료재단,,발전 계획 (2016.05.02.)
1804,보건의료분야 ODA 중장기 발전계획 수립 (2010.3.),공공기관,보건의료분야,,,,,중장기 발전계획 수립 (2010.3.)
1805,해외재난 긴급구호 의료지원현장 매뉴얼 개발 (2011.9.),공공기관,해외재난,,,,,의료지원현장 매뉴얼 개발 (2011.9.)
1806,우즈베키스탄 메디컬소셜센터(모자보건센터)운영자문 연구용역 (2012.7.),공공기관,우즈베키스탄,,,,,
1807,해외긴급구호보건의료인력 심화교육과정 운영 및 평가 최종보고서 (2013.2.),공공기관,해외긴급구호보건의료인력,,,,,운영 및 평가 최종보고서 (2013.2.)
1808,밀양시 의원현황,자치행정기관,밀양시,밀양시,,,,
1809,서울특별시 서대문구 의료기관(병의원) 현황자료(2016.06.21. 현재),자치행정기관,서울특별시,서울특별시,서대문구,,,의료기관(병의원) 현황자료(2016.06.21. 현재)
1810,구례군 동물병원 및 약국 현황,자치행정기관,구례군,구례군,,,,및 약국 현황
1811,전라남도 영암군 이용업소,자치행정기관,전라남도,전라남도,영암군,,,
1812,전라남도 영암군 숙박업소,자치행정기관,전라남도,전라남도,영암군,,,
1813,경상남도 양산시 공중위생업소 현황,자치행정기관,경상남도,경상남도,양산시,,,
1814,구례군 의약업소현황,자치행정기관,구례군,구례군,,,,
1815,전라남도 구례군 의료기관현황,자치행정기관,전라남도,전라남도,구례군,,,
1816,의료기기 관련 기초자료(병원 의공 직무교육) 2016,공공기관,의료기기,,,,,기초자료(병원 의공 직무교육) 2016
1817,캄보디아 국가 개황 및 보건의료 ODA 현황 2016,공공기관,캄보디아,,,,,개황 및 보건의료 ODA 현황 2016
1818,네팔 국가 개황 및 보건의료 ODA 현황 2016,공공기관,네팔,,,,,개황 및 보건의료 ODA 현황 2016
1819,라오스 국가 개황 및 보건의료 ODA 현황 2016,공공기관,라오스,,,,,개황 및 보건의료 ODA 현황 2016
1820,르완다 국가 개황 및 보건의료 ODA 현황 2016,공공기관,르완다,,,,,개황 및 보건의료 ODA 현황 2016
1821,모잠비크 국가 개황 및 보건의료 ODA 현황 2016,공공기관,모잠비크,,,,,개황 및 보건의료 ODA 현황 2016
1822,미얀마 국가 개황 및 보건의료 ODA 현황 2016,공공기관,미얀마,,,,,개황 및 보건의료 ODA 현황 2016
1823,베트남 국가 개황 및 보건의료 ODA 현황 2016,공공기관,베트남,,,,,개황 및 보건의료 ODA 현황 2016
1824,세네갈 국가 개황 및 보건의료 ODA 현황 2016,공공기관,세네갈,,,,,개황 및 보건의료 ODA 현황 2016
1825,에티오피아 국가 개황 및 보건의료 ODA 현황 2016,공공기관,에티오피아,,,,,개황 및 보건의료 ODA 현황 2016
1826,식중독 예방 수칙(베트남어) 2016,공공기관,식중독,,,,,
1827,식중독 예방 수칙(중국어) 2016,공공기관,식중독,,,,,
1828,콜롬비아 국가 개황 및 보건의료 ODA 현황 2016,공공기관,콜롬비아,,,,,개황 및 보건의료 ODA 현황 2016
1829,탄자니아 국가 개황 및 보건의료 ODA 현황 2016,공공기관,탄자니아,,,,,개황 및 보건의료 ODA 현황 2016
1830,볼리비아 국가 개황 및 보건의료 ODA 현황 2016,공공기관,볼리비아,,,,,개황 및 보건의료 ODA 현황 2016
1831,.식중독 예방 수칙(몽골어) 2016,공공기관,.식중독,,,,,
